Filename,Model,Dataset,Scale,PSNR,LPIPS,MS_SSIM,NIQE
0078.png,EDSR,DIV2K,x2,38.42358949604771,0.07101492583751678,0.9979473352432251,3.9154526830582275
0079.png,EDSR,DIV2K,x2,33.19413592843287,0.04953932762145996,0.9968096017837524,3.671750776803328
0080.png,EDSR,DIV2K,x2,38.04722279946099,0.058460984379053116,0.9978142976760864,4.0132049629578095
0081.png,EDSR,DIV2K,x2,30.715271390992264,0.12282441556453705,0.9941489696502686,4.369271098167461
0082.png,EDSR,DIV2K,x2,38.74172080042446,0.026734640821814537,0.9982600212097168,5.27790714320038
0083.png,EDSR,DIV2K,x2,34.88617586255741,0.053082097321748734,0.9972031116485596,5.03908986375705
0084.png,EDSR,DIV2K,x2,31.318677144453893,0.10555341094732285,0.9948921203613281,2.8702904246902383
0085.png,EDSR,DIV2K,x2,27.704970944313942,0.14031276106834412,0.9904640913009644,3.823688321096354
0086.png,EDSR,DIV2K,x2,41.08056860959845,0.10579335689544678,0.9965170621871948,5.688970179143025
0087.png,EDSR,DIV2K,x2,30.09230120692363,0.10028243064880371,0.9940232038497925,3.952002645023087
0088.png,EDSR,DIV2K,x2,35.19464214390281,0.0647047683596611,0.9968181848526001,3.8932856671722083
0089.png,EDSR,DIV2K,x2,38.438527882658605,0.041469134390354156,0.9985693693161011,4.064836718459169
0090.png,EDSR,DIV2K,x2,28.554400240593058,0.16070295870304108,0.9918893575668335,3.718412937909189
0091.png,EDSR,DIV2K,x2,32.48835904458031,0.05135488882660866,0.9962322115898132,3.070918315519198
0092.png,EDSR,DIV2K,x2,38.1709851102991,0.02458440512418747,0.9985577464103699,5.040080551650453
0093.png,EDSR,DIV2K,x2,36.175096624069546,0.171561136841774,0.9927358031272888,5.067701596118546
0094.png,EDSR,DIV2K,x2,37.69936296375008,0.04916635900735855,0.9978518486022949,3.826901994980877
0095.png,EDSR,DIV2K,x2,24.837402514048257,0.21125419437885284,0.9909893870353699,4.250336033554167
0096.png,EDSR,DIV2K,x2,43.019515357914855,0.06474493443965912,0.9972761869430542,5.540028892420811
0097.png,EDSR,DIV2K,x2,27.187478746802363,0.09754398465156555,0.9946708679199219,5.439772128644532
0098.png,EDSR,DIV2K,x2,40.35084313411494,0.08390027284622192,0.9964897036552429,5.553328507642535
0099.png,EDSR,DIV2K,x2,38.95696805542365,0.01674487255513668,0.9982377290725708,5.163328296346709
0100.png,EDSR,DIV2K,x2,34.65492383418441,0.047791726887226105,0.9965631365776062,3.5074016927144003
0001.png,EDSR,DIV2K,x4,29.36752037160374,0.27856945991516113,0.9723376035690308,6.620471773161821
0002.png,EDSR,DIV2K,x4,35.20007429080564,0.12434548139572144,0.9826911687850952,7.297442076293277
0003.png,EDSR,DIV2K,x4,40.404775215829794,0.0729193240404129,0.9944422245025635,6.1797754960917874
0004.png,EDSR,DIV2K,x4,27.41811708140419,0.2815541625022888,0.9635512232780457,5.19270105905454
0005.png,EDSR,DIV2K,x4,28.543395693301584,0.46474549174308777,0.9626350402832031,6.497074821474765
0006.png,EDSR,DIV2K,x4,28.427282827754862,0.20236070454120636,0.9746410250663757,4.544710194659715
0007.png,EDSR,DIV2K,x4,20.165514417329963,0.5203708410263062,0.8961385488510132,4.815665900658721
0008.png,EDSR,DIV2K,x4,26.81355109730538,0.3148937523365021,0.9612617492675781,5.318763938659314
0009.png,EDSR,DIV2K,x4,32.20109915990548,0.2516351342201233,0.9733108878135681,6.598611502157275
0010.png,EDSR,DIV2K,x4,26.726086428199398,0.42152759432792664,0.9547498226165771,5.7084049735369575
0011.png,EDSR,DIV2K,x4,29.072469215426974,0.4155495762825012,0.9601476192474365,6.561095701007704
0012.png,EDSR,DIV2K,x4,27.950771268863907,0.2810182273387909,0.964910626411438,5.3161599174954866
0013.png,EDSR,DIV2K,x4,31.38933965918623,0.23358340561389923,0.981620728969574,5.618352152879172
0014.png,EDSR,DIV2K,x4,28.27043108342099,0.14723460376262665,0.9795112609863281,5.81677284952389
0015.png,EDSR,DIV2K,x4,34.14956985706729,0.21573182940483093,0.9878391623497009,6.329952993708354
0016.png,EDSR,DIV2K,x4,31.683222026184584,0.3062450885772705,0.9709808826446533,5.725415423757115
0017.png,EDSR,DIV2K,x4,32.247665491179106,0.25932732224464417,0.9823957681655884,6.029916123292116
0018.png,EDSR,DIV2K,x4,28.917564142623625,0.18427462875843048,0.9825025796890259,5.6185906462225255
0019.png,EDSR,DIV2K,x4,28.047361570946087,0.24381084740161896,0.9665943384170532,5.378624107581615
0020.png,EDSR,DIV2K,x4,24.884835508908605,0.21896129846572876,0.9622842073440552,4.247206338903616
0021.png,EDSR,DIV2K,x4,32.186380546592964,0.06456063687801361,0.9889717102050781,4.914831608830261
0022.png,EDSR,DIV2K,x4,30.676609808454703,0.18728217482566833,0.9775010347366333,5.619172908961875
0023.png,EDSR,DIV2K,x4,26.033080163780884,0.2482704073190689,0.9668948650360107,5.095544808498677
0024.png,EDSR,DIV2K,x4,28.455095438276796,0.20214448869228363,0.9821729063987732,4.941200909312772
0025.png,EDSR,DIV2K,x4,27.377161397519004,0.26657435297966003,0.9691633582115173,5.05574097883232
0026.png,EDSR,DIV2K,x4,24.24500015864912,0.29983600974082947,0.9508731365203857,4.776319211600217
0027.png,EDSR,DIV2K,x4,33.44626199099355,0.3259314298629761,0.9763678312301636,6.3337003282740305
0028.png,EDSR,DIV2K,x4,21.446019482201095,0.06644422560930252,0.9815307855606079,5.191100149393007
0029.png,EDSR,DIV2K,x4,26.580233976120034,0.6034409403800964,0.9220380783081055,5.828409126842726
0030.png,EDSR,DIV2K,x4,24.50892713654378,0.3588626980781555,0.9418685436248779,5.684880320952625
0031.png,EDSR,DIV2K,x4,30.22539864548405,0.17929351329803467,0.9740482568740845,4.954896936377791
0032.png,EDSR,DIV2K,x4,30.631480365045014,0.1744670420885086,0.9776920676231384,5.3777568458543055
0033.png,EDSR,DIV2K,x4,34.13403384811875,0.3296548128128052,0.9834763407707214,6.443045763401298
0034.png,EDSR,DIV2K,x4,25.391501500503107,0.29822051525115967,0.9549506902694702,5.677412372514208
0035.png,EDSR,DIV2K,x4,22.851079354019447,0.5334726572036743,0.9173561334609985,6.034773204575988
0036.png,EDSR,DIV2K,x4,25.92311247989378,0.2137584090232849,0.9604811072349548,4.981583881768263
0037.png,EDSR,DIV2K,x4,26.242703989148897,0.22857409715652466,0.9703024625778198,4.525864712545467
0038.png,EDSR,DIV2K,x4,37.658100602991205,0.3339402377605438,0.9844853281974792,7.277722748496271
0039.png,EDSR,DIV2K,x4,29.073317684380555,0.32835090160369873,0.9707460403442383,6.968382525896104
0040.png,EDSR,DIV2K,x4,28.369332530186192,0.32937318086624146,0.967788577079773,5.938856771019224
0041.png,EDSR,DIV2K,x4,28.161481622077346,0.2287764847278595,0.9747812151908875,4.909153675090271
0042.png,EDSR,DIV2K,x4,29.817064618500147,0.2365148365497589,0.9734165668487549,5.848427048065773
0043.png,EDSR,DIV2K,x4,40.85432097617398,0.05612765997648239,0.9969980716705322,8.940142572681316
0044.png,EDSR,DIV2K,x4,43.91670877668005,0.035845037549734116,0.9970983266830444,7.141856588942781
0045.png,EDSR,DIV2K,x4,24.17820527676959,0.33409297466278076,0.96284019947052,4.473927306698044
0046.png,EDSR,DIV2K,x4,25.225750913967868,0.2190818041563034,0.9641751646995544,4.320762002237048
0047.png,EDSR,DIV2K,x4,27.73461872018909,0.21005529165267944,0.9659695625305176,4.6146285276080805
0048.png,EDSR,DIV2K,x4,27.28025732292606,0.36185210943222046,0.9587899446487427,5.068973126905468
0049.png,EDSR,DIV2K,x4,22.263596339844575,0.28360992670059204,0.9600574374198914,4.317008964304876
0050.png,EDSR,DIV2K,x4,29.135225201769753,0.26308906078338623,0.9711264371871948,5.062906499057825
0051.png,EDSR,DIV2K,x4,28.490338018310958,0.22090835869312286,0.979392409324646,5.20647244298813
0052.png,EDSR,DIV2K,x4,30.032579116534244,0.2600710988044739,0.9682056307792664,5.456017286916481
0053.png,EDSR,DIV2K,x4,34.13033881953687,0.1679035872220993,0.9863478541374207,6.098238699385295
0054.png,EDSR,DIV2K,x4,24.921456188166392,0.3247135877609253,0.953895092010498,5.077220035551232
0055.png,EDSR,DIV2K,x4,29.382023578892383,0.513521134853363,0.9569035768508911,5.47042919506453
0056.png,EDSR,DIV2K,x4,24.319694570027192,0.3847944140434265,0.9385055303573608,6.028967764004716
0057.png,EDSR,DIV2K,x4,34.90593526126946,0.5512288808822632,0.9767296314239502,8.474861656331823
0058.png,EDSR,DIV2K,x4,28.526622442347595,0.3373364508152008,0.9606471061706543,5.709930479091315
0059.png,EDSR,DIV2K,x4,25.370496390381252,0.44337770342826843,0.940513551235199,5.6773868162160905
0060.png,EDSR,DIV2K,x4,20.571907939969222,0.5017509460449219,0.9188806414604187,5.16043972438745
0061.png,EDSR,DIV2K,x4,22.98675990202736,0.2837751805782318,0.9508659839630127,4.589418433631729
0062.png,EDSR,DIV2K,x4,33.15162905539017,0.4332725703716278,0.9714111685752869,6.71880773421373
0063.png,EDSR,DIV2K,x4,33.1899286253561,0.2186143398284912,0.9842795133590698,6.532617279128299
0064.png,EDSR,DIV2K,x4,29.94286982971598,0.3573320209980011,0.9605554342269897,6.10593937870421
0065.png,EDSR,DIV2K,x4,27.300678701986275,0.4230738878250122,0.955055832862854,5.941410809459308
0066.png,EDSR,DIV2K,x4,24.99548951585162,0.3451477587223053,0.9597655534744263,6.540507842350234
0067.png,EDSR,DIV2K,x4,28.529150747391142,0.21485629677772522,0.9749695062637329,5.357779455684775
0068.png,EDSR,DIV2K,x4,32.81929834089537,0.054099246859550476,0.9934884309768677,6.205359217003334
0069.png,EDSR,DIV2K,x4,23.7676046372877,0.31537675857543945,0.9593275785446167,5.128043313082096
0070.png,EDSR,DIV2K,x4,28.625123231327873,0.2877526879310608,0.9733008742332458,6.367234620573449
0071.png,EDSR,DIV2K,x4,32.16061366545751,0.17107364535331726,0.9834403991699219,5.387376239866391
0072.png,EDSR,DIV2K,x4,24.05317166082422,0.3878314197063446,0.9420298337936401,5.095080231422775
0073.png,EDSR,DIV2K,x4,24.089199646870565,0.31728097796440125,0.9475681185722351,4.937708675661506
0074.png,EDSR,DIV2K,x4,30.107391313782983,0.3315092921257019,0.9590851664543152,5.5991298617802885
0075.png,EDSR,DIV2K,x4,24.357206073700684,0.3718482255935669,0.9340043067932129,5.438503886430448
0076.png,EDSR,DIV2K,x4,22.09797328711928,0.49781322479248047,0.9088490009307861,4.652952472908166
0077.png,EDSR,DIV2K,x4,40.228627304142336,0.07745780795812607,0.9941138029098511,8.054254578466493
0078.png,EDSR,DIV2K,x4,32.26471603167964,0.21698735654354095,0.9840096235275269,5.572914508787108
0079.png,EDSR,DIV2K,x4,27.351572951349002,0.21280385553836823,0.9738206267356873,4.89268756092364
0080.png,EDSR,DIV2K,x4,32.08836364023969,0.1853891760110855,0.9834433794021606,6.181081855342586
0081.png,EDSR,DIV2K,x4,25.960510005762632,0.3286224603652954,0.9541972875595093,5.706669193810996
0082.png,EDSR,DIV2K,x4,34.19555719222518,0.12055008113384247,0.9913841485977173,6.8712481569535875
0083.png,EDSR,DIV2K,x4,26.416623225536796,0.30751168727874756,0.9493899345397949,6.333596371538745
0084.png,EDSR,DIV2K,x4,25.971054274564956,0.3520940840244293,0.9545925855636597,4.980471993998772
0085.png,EDSR,DIV2K,x4,22.926201315674213,0.4938947856426239,0.9145869016647339,5.010761215872221
0086.png,EDSR,DIV2K,x4,36.49488310829315,0.2953539192676544,0.9888215065002441,6.724982048551801
0087.png,EDSR,DIV2K,x4,25.265931514788793,0.323671817779541,0.9560372233390808,5.69766508229728
0088.png,EDSR,DIV2K,x4,30.60548422439997,0.187491774559021,0.9822644591331482,5.459081010958207
0089.png,EDSR,DIV2K,x4,30.952895213434147,0.1437692940235138,0.9863831400871277,5.699478268868323
0090.png,EDSR,DIV2K,x4,25.290437528831028,0.3679584860801697,0.9500020742416382,5.619702740852145
0091.png,EDSR,DIV2K,x4,26.887904713267044,0.19809170067310333,0.9706149101257324,4.888052446384171
0092.png,EDSR,DIV2K,x4,30.158814247192293,0.1130879670381546,0.9882097244262695,5.790352632163469
0093.png,EDSR,DIV2K,x4,33.289303081134626,0.45017725229263306,0.9724982976913452,6.331440120052446
0094.png,EDSR,DIV2K,x4,31.785310074751173,0.203995943069458,0.9803913831710815,5.622454887151635
0095.png,EDSR,DIV2K,x4,20.37521964945408,0.5469210147857666,0.9095298647880554,5.775379508202714
0096.png,EDSR,DIV2K,x4,39.0296104675555,0.16158786416053772,0.9907218217849731,7.083199009215287
0097.png,EDSR,DIV2K,x4,22.136074314999515,0.4245781898498535,0.952305018901825,6.075735631957062
0098.png,EDSR,DIV2K,x4,34.53066184247201,0.2590121328830719,0.9851608276367188,6.301793587177979
0099.png,EDSR,DIV2K,x4,31.266361218658133,0.10640375316143036,0.9848009943962097,6.075620186295984
0100.png,EDSR,DIV2K,x4,27.98338648209265,0.17439936101436615,0.9768051505088806,4.82749240571809
0001.png,EDSR,URBAN100,x2,32.16873115991402,0.06796117126941681,0.9938633441925049,4.073220774434485
0002.png,EDSR,URBAN100,x2,31.795726470788026,0.033236075192689896,0.9968022108078003,4.0399879279588635
0003.png,EDSR,URBAN100,x2,26.88556663808037,0.09521067887544632,0.9916063547134399,3.6354713321672083
0004.png,EDSR,URBAN100,x2,29.603338408263816,0.02772550657391548,0.9977952837944031,4.195046034210898
0005.png,EDSR,URBAN100,x2,35.643789872033935,0.020791901275515556,0.9985808730125427,6.330876995111726
0006.png,EDSR,URBAN100,x2,24.376995822076353,0.19664216041564941,0.983749508857727,6.302522446693241
0007.png,EDSR,URBAN100,x2,34.434498967919005,0.04309156909584999,0.9976841807365417,3.8182340127376437
0008.png,EDSR,URBAN100,x2,25.706856775641445,0.07190611958503723,0.9930789470672607,4.660376541889242
0009.png,EDSR,URBAN100,x2,38.277572474368114,0.028639618307352066,0.9973254203796387,4.615629483922314
0010.png,EDSR,URBAN100,x2,33.31708230775838,0.04222976416349411,0.9970077276229858,6.476815492529706
0011.png,EDSR,URBAN100,x2,25.346853667024863,0.03268948942422867,0.9965032339096069,6.066515646395626
0012.png,EDSR,URBAN100,x2,26.715099022348046,0.04970644414424896,0.9927952289581299,3.1661482471928077
0013.png,EDSR,URBAN100,x2,33.506073573468456,0.05285054072737694,0.9951545596122742,4.292948890727223
0014.png,EDSR,URBAN100,x2,24.86752635047207,0.10031750053167343,0.9906920790672302,4.0357740444928645
0015.png,EDSR,URBAN100,x2,29.606924478400202,0.10483076423406601,0.989537239074707,5.091405291385721
0016.png,EDSR,URBAN100,x2,36.24705577319559,0.03597903251647949,0.9973635077476501,4.093801618034926
0017.png,EDSR,URBAN100,x2,30.251257185479894,0.04156752675771713,0.9967679977416992,3.472463219827862
0018.png,EDSR,URBAN100,x2,28.200514457816602,0.16186702251434326,0.9909201860427856,3.795797657429311
0019.png,EDSR,URBAN100,x2,26.870597206637573,0.06434933096170425,0.9947773814201355,4.442350427687531
0020.png,EDSR,URBAN100,x2,26.031413947090986,0.08905843645334244,0.9939965009689331,3.406509018513553
0021.png,EDSR,URBAN100,x2,32.83495210275148,0.11593745648860931,0.9940420985221863,4.434151431953199
0022.png,EDSR,URBAN100,x2,28.512946090865782,0.10914906114339828,0.9919154047966003,4.168692918235252
0023.png,EDSR,URBAN100,x2,35.853662734795336,0.017159979790449142,0.9985789060592651,4.4356429011234635
0024.png,EDSR,URBAN100,x2,24.767384193489427,0.069117471575737,0.9901682138442993,3.830383565655157
0025.png,EDSR,URBAN100,x2,36.633524108572956,0.03418297693133354,0.9972215890884399,5.998279974318047
0026.png,EDSR,URBAN100,x2,29.927305437074804,0.12442810833454132,0.9834637641906738,6.125664631677689
0027.png,EDSR,URBAN100,x2,31.560627622385923,0.10716739296913147,0.9935385584831238,4.109760566593956
0028.png,EDSR,URBAN100,x2,35.78308590916115,0.06547965854406357,0.9960409998893738,4.285679773079295
0029.png,EDSR,URBAN100,x2,32.24169316477942,0.02295815199613571,0.9971444606781006,4.375942621791817
0030.png,EDSR,URBAN100,x2,29.585638155142412,0.02146882563829422,0.996828556060791,2.9857716460494936
0031.png,EDSR,URBAN100,x2,27.31381287993006,0.07225804775953293,0.995236873626709,3.245818188131226
0032.png,EDSR,URBAN100,x2,33.400160838847114,0.040934644639492035,0.996581494808197,3.959664726315698
0033.png,EDSR,URBAN100,x2,31.337146342417036,0.03583027794957161,0.9949797987937927,4.952214942215301
0034.png,EDSR,URBAN100,x2,24.924442078295577,0.15054693818092346,0.9865636825561523,3.5339842239315984
0035.png,EDSR,URBAN100,x2,32.54360972558234,0.0366789810359478,0.9969604015350342,5.627191708071165
0036.png,EDSR,URBAN100,x2,34.31581063029692,0.0404171496629715,0.9974240064620972,5.489045125921288
0037.png,EDSR,URBAN100,x2,32.20380802169557,0.07842771708965302,0.9967124462127686,3.9176991053449974
0038.png,EDSR,URBAN100,x2,30.51761160269514,0.09935271739959717,0.9903907179832458,4.526390510177683
0039.png,EDSR,URBAN100,x2,27.51674212465295,0.04017288237810135,0.9940580129623413,3.850190656247783
0040.png,EDSR,URBAN100,x2,34.25716434975073,0.005647730547934771,0.99920654296875,7.712025217405722
0041.png,EDSR,URBAN100,x2,32.90620575731936,0.01461954414844513,0.9981614351272583,6.353380835894538
0042.png,EDSR,URBAN100,x2,35.547327147921564,0.010970314964652061,0.9984371066093445,4.900729535067934
0043.png,EDSR,URBAN100,x2,36.54778481413154,0.021470265462994576,0.9979139566421509,6.402215362187276
0044.png,EDSR,URBAN100,x2,38.41139377919591,0.01473054476082325,0.9984070062637329,5.944637390289579
0045.png,EDSR,URBAN100,x2,31.88068546132159,0.010863030329346657,0.9970314502716064,8.946910024602156
0046.png,EDSR,URBAN100,x2,27.161882722256415,0.06816745549440384,0.9932958483695984,3.794702626078549
0047.png,EDSR,URBAN100,x2,25.950573321654158,0.03635290637612343,0.9958529472351074,4.252359740482291
0048.png,EDSR,URBAN100,x2,25.662542650625475,0.027809839695692062,0.9969149827957153,4.3042663335926745
0049.png,EDSR,URBAN100,x2,27.46717193583558,0.06322064995765686,0.9940010905265808,3.001564914664954
0050.png,EDSR,URBAN100,x2,28.793831521764005,0.06890976428985596,0.994327962398529,3.0758001992459674
0051.png,EDSR,URBAN100,x2,32.13545017719271,0.04370788857340813,0.9969713687896729,3.8348025833002697
0052.png,EDSR,URBAN100,x2,34.80294363798378,0.014588884077966213,0.9982158541679382,4.343104926829279
0053.png,EDSR,URBAN100,x2,26.41344277035467,0.08491841703653336,0.9941176176071167,3.222022879878531
0054.png,EDSR,URBAN100,x2,24.03560150573236,0.12188504636287689,0.9901144504547119,3.232929820575786
0055.png,EDSR,URBAN100,x2,35.633477282625435,0.01607952080667019,0.9975428581237793,6.021272629697004
0056.png,EDSR,URBAN100,x2,29.55175028619699,0.056763656437397,0.9959065914154053,3.130249189250529
0057.png,EDSR,URBAN100,x2,36.55550131454311,0.024078810587525368,0.9978207349777222,3.6156137481245225
0058.png,EDSR,URBAN100,x2,32.94042294434193,0.019804181531071663,0.99827641248703,3.716607245879056
0059.png,EDSR,URBAN100,x2,27.812981191244717,0.041506022214889526,0.9923678636550903,4.537255169947096
0060.png,EDSR,URBAN100,x2,24.66928236019628,0.12884515523910522,0.9837856292724609,2.5705381339276823
0061.png,EDSR,URBAN100,x2,28.118968912088068,0.04760057479143143,0.9942831993103027,3.214656377187971
0062.png,EDSR,URBAN100,x2,27.320908019129234,0.02225687727332115,0.996728777885437,4.1902979605076425
0063.png,EDSR,URBAN100,x2,24.898022565777435,0.1578051596879959,0.9806763529777527,5.746456468838339
0064.png,EDSR,URBAN100,x2,30.965072058603077,0.05199715122580528,0.9958319664001465,3.7773729443462165
0065.png,EDSR,URBAN100,x2,29.736142581214416,0.07427028566598892,0.9949979186058044,3.4118885949257423
0066.png,EDSR,URBAN100,x2,24.760783915721834,0.13305658102035522,0.9883989691734314,4.30710064589916
0067.png,EDSR,URBAN100,x2,24.762691043203866,0.020530708134174347,0.9961632490158081,5.798657594228075
0068.png,EDSR,URBAN100,x2,36.892269490187424,0.025099843740463257,0.9981963038444519,7.120741369011757
0069.png,EDSR,URBAN100,x2,28.425766735411724,0.08194445073604584,0.994292676448822,3.579669525864681
0070.png,EDSR,URBAN100,x2,23.544810834978076,0.22091853618621826,0.9830554723739624,3.9744378322454526
0071.png,EDSR,URBAN100,x2,30.693022056491085,0.1288553923368454,0.98895663022995,5.23288644720059
0072.png,EDSR,URBAN100,x2,26.011722548603128,0.019648371264338493,0.9976009726524353,4.400429656529538
0073.png,EDSR,URBAN100,x2,24.65287026173522,0.17685899138450623,0.9905271530151367,4.23877632603604
0074.png,EDSR,URBAN100,x2,27.916403099556106,0.042492542415857315,0.9936990141868591,4.941388308979329
0075.png,EDSR,URBAN100,x2,35.969910786487475,0.03678123280405998,0.9960016012191772,3.919869509177961
0076.png,EDSR,URBAN100,x2,29.342695840769654,0.053936272859573364,0.9960724115371704,3.820181456807624
0077.png,EDSR,URBAN100,x2,24.673078794120098,0.14124073088169098,0.9890274405479431,3.3929211984010026
0078.png,EDSR,URBAN100,x2,32.73248518495102,0.08514469861984253,0.9946450591087341,3.2472966802726475
0079.png,EDSR,URBAN100,x2,28.355887577501854,0.14069218933582306,0.9903185367584229,3.7401412259306652
0080.png,EDSR,URBAN100,x2,39.76941969153676,0.023847665637731552,0.9982036352157593,5.1312472919609124
0081.png,EDSR,URBAN100,x2,40.56981123649752,0.004948548972606659,0.9985901713371277,9.734870932598898
0082.png,EDSR,URBAN100,x2,37.41416170885437,0.032740138471126556,0.9977997541427612,6.514507927889263
0083.png,EDSR,URBAN100,x2,25.747829528067193,0.08686304837465286,0.9932302832603455,3.2481064708234535
0084.png,EDSR,URBAN100,x2,32.61889000191387,0.07630981504917145,0.9950405955314636,3.2751679733787364
0085.png,EDSR,URBAN100,x2,33.24120448867979,0.035689473152160645,0.997729480266571,3.965947909757194
0086.png,EDSR,URBAN100,x2,35.51322095552147,0.03257101774215698,0.997412919998169,3.976610637536486
0087.png,EDSR,URBAN100,x2,34.01833682166785,0.023974386975169182,0.9973623156547546,5.154791073799689
0088.png,EDSR,URBAN100,x2,23.111930282617415,0.1267077475786209,0.9888156652450562,3.705448825287851
0089.png,EDSR,URBAN100,x2,30.144968180605446,0.10625554621219635,0.9927656054496765,3.9950916912162326
0090.png,EDSR,URBAN100,x2,43.06375997605127,0.01062171533703804,0.9988259673118591,5.408161065468348
0091.png,EDSR,URBAN100,x2,27.2963049797253,0.08858834207057953,0.9923223257064819,3.8256749090773656
0092.png,EDSR,URBAN100,x2,21.77552697651607,0.14057324826717377,0.9872564673423767,4.943522476538416
0093.png,EDSR,URBAN100,x2,36.107218675302285,0.01910676434636116,0.9983355402946472,6.124893382079599
0094.png,EDSR,URBAN100,x2,30.089205856450704,0.11812055110931396,0.9929064512252808,3.6552691848826986
0095.png,EDSR,URBAN100,x2,22.616191539306463,0.1732422113418579,0.9815065264701843,4.7348316975462605
0096.png,EDSR,URBAN100,x2,31.331637073021824,0.024620363488793373,0.9976147413253784,5.864389357092228
0097.png,EDSR,URBAN100,x2,28.624596972116446,0.07353787124156952,0.9942376613616943,3.8329689278894437
0098.png,EDSR,URBAN100,x2,23.210913057381536,0.15553230047225952,0.9839205741882324,4.046946063762934
0099.png,EDSR,URBAN100,x2,29.601683316209282,0.03950820490717888,0.9951391220092773,4.137589206678303
0100.png,EDSR,URBAN100,x2,25.06471196187135,0.050344377756118774,0.9895650744438171,5.558209773035024
0001.png,EDSR,URBAN100,x4,26.269237933770388,0.2921089231967926,0.9591888189315796,5.268406646439745
0002.png,EDSR,URBAN100,x4,25.363799831303474,0.20142725110054016,0.9678835868835449,5.412727766637768
0003.png,EDSR,URBAN100,x4,22.307811283379237,0.35572266578674316,0.9380778074264526,4.732913482826658
0004.png,EDSR,URBAN100,x4,22.31619378125499,0.2210225760936737,0.9676589369773865,4.804953433886009
0005.png,EDSR,URBAN100,x4,26.268544472697904,0.10248745232820511,0.9897171854972839,7.244113507390995
0006.png,EDSR,URBAN100,x4,21.20753664823342,0.3989711403846741,0.9198136329650879,7.229048327318587
0007.png,EDSR,URBAN100,x4,27.884167021325013,0.17423641681671143,0.9748331904411316,5.600626583019217
0008.png,EDSR,URBAN100,x4,20.16972758418178,0.28706538677215576,0.9311623573303223,5.7103874822530925
0009.png,EDSR,URBAN100,x4,32.2501421785862,0.1189223900437355,0.9822670817375183,5.8627136067370005
0010.png,EDSR,URBAN100,x4,25.81665044353151,0.17401918768882751,0.9784703254699707,8.35372485702975
0011.png,EDSR,URBAN100,x4,16.193914497486997,0.17864787578582764,0.936961829662323,7.686931438676025
0012.png,EDSR,URBAN100,x4,21.96214240014775,0.22404861450195312,0.9436704516410828,4.6217132888933365
0013.png,EDSR,URBAN100,x4,27.92191968133666,0.18162696063518524,0.9668890833854675,5.310220978078082
0014.png,EDSR,URBAN100,x4,21.14995454316849,0.32191452383995056,0.9393271803855896,4.777509507846002
0015.png,EDSR,URBAN100,x4,24.67324290596141,0.27380475401878357,0.9557706713676453,5.521765712888527
0016.png,EDSR,URBAN100,x4,28.70574295408309,0.11086899042129517,0.9872379302978516,5.139117243500907
0017.png,EDSR,URBAN100,x4,24.34373432757543,0.1977788507938385,0.9694973826408386,4.775889474241057
0018.png,EDSR,URBAN100,x4,24.59161258698827,0.38320720195770264,0.9378229975700378,5.250993645994298
0019.png,EDSR,URBAN100,x4,20.398984563332327,0.2544335722923279,0.9594327807426453,4.593054771763664
0020.png,EDSR,URBAN100,x4,20.77089376013391,0.3200109899044037,0.9428042769432068,4.405337900484624
0021.png,EDSR,URBAN100,x4,28.15344028205022,0.3269844353199005,0.9520399570465088,5.665212290239403
0022.png,EDSR,URBAN100,x4,24.81748138779292,0.34333571791648865,0.9511637687683105,5.913660492723544
0023.png,EDSR,URBAN100,x4,28.370949897721758,0.08878792822360992,0.9857369661331177,5.581341627129086
0024.png,EDSR,URBAN100,x4,18.814406988947592,0.27569663524627686,0.9073718786239624,4.446865404458969
0025.png,EDSR,URBAN100,x4,30.15249144972788,0.12394082546234131,0.9849658012390137,7.289507206497567
0026.png,EDSR,URBAN100,x4,26.688533971667177,0.31931963562965393,0.9503347277641296,7.349589421171933
0027.png,EDSR,URBAN100,x4,27.077275501486348,0.31866466999053955,0.9600603580474854,5.320343614540884
0028.png,EDSR,URBAN100,x4,30.055737952866824,0.25612902641296387,0.9762459993362427,5.828579754433076
0029.png,EDSR,URBAN100,x4,25.643491565778767,0.13659325242042542,0.9734052419662476,5.560333085894734
0030.png,EDSR,URBAN100,x4,22.767145566599716,0.15560321509838104,0.964979350566864,4.695195655000683
0031.png,EDSR,URBAN100,x4,22.650375233086887,0.26992008090019226,0.9582839012145996,4.816033092618029
0032.png,EDSR,URBAN100,x4,27.56337993599476,0.2009255290031433,0.969641387462616,5.030447530197033
0033.png,EDSR,URBAN100,x4,25.467630732822222,0.20391161739826202,0.9534546732902527,4.597034172769288
0034.png,EDSR,URBAN100,x4,21.197230063675832,0.4208701252937317,0.9152878522872925,4.662389751066183
0035.png,EDSR,URBAN100,x4,26.316765995045778,0.1377747803926468,0.9818509817123413,7.223577852173306
0036.png,EDSR,URBAN100,x4,27.735269541481372,0.1759001910686493,0.9814780950546265,6.668128418679553
0037.png,EDSR,URBAN100,x4,24.81421091316442,0.2774922847747803,0.9583100080490112,5.158367474265162
0038.png,EDSR,URBAN100,x4,25.601052087376136,0.3248623311519623,0.9276919364929199,5.2451405273650735
0039.png,EDSR,URBAN100,x4,21.750389650535126,0.23787836730480194,0.9508137106895447,4.635103385245617
0040.png,EDSR,URBAN100,x4,25.688441188428786,0.066657155752182,0.9938191175460815,8.300645594706591
